gender	age	Average_age	Types
F	45	26.42	['Drama', 'Comedy', 'Romance', 'War', 'Thriller']
M	18	34.54	['Drama', 'Thriller', 'Documentary', 'Action', 'Sci-Fi']
F	56	47.74	['Drama', 'Comedy', 'Thriller', 'War', 'Romance']
M	35	26.44	['Drama', 'Action', 'War', 'Thriller', 'Adventure']
M	56	41.64	['Drama', 'Comedy', 'War', 'Thriller', 'Mystery']
M	45	26.52	['Drama', 'Action', 'Comedy', 'War', 'Thriller']
F	45	22.26	['Drama', 'Action', 'Comedy', 'Adventure', 'Sci-Fi']
M	18	26.34	['Action', 'Comedy', 'Drama', 'Thriller', 'Horror']
M	25	41.56	['Drama', 'Comedy', 'War', 'Crime', 'Action']
F	25	40.4	['Comedy', 'Drama', 'Romance', 'Adventure', 'Action']
F	35	51.52	['Drama', 'Comedy', 'War', 'Thriller', 'Crime']
M	35	46.42	['Drama', 'Comedy', 'Documentary', 'War', 'Film-Noir']
M	35	49.48	['Drama', 'Comedy', 'War', 'Adventure', 'Thriller']
M	25	45.76	['Drama', 'Comedy', 'Thriller', 'Crime', 'War']
M	25	43.26	['Drama', 'Comedy', 'Thriller', 'War', 'Mystery']
M	35	32.8	['Drama', 'Thriller', 'Documentary', 'Crime', 'Action']
M	35	35.5	['Drama', 'Comedy', 'War', 'Action', 'Crime']
F	50	41.12	['Drama', 'Comedy', 'War', 'Thriller', 'Adventure']
M	18	44.86	['Drama', 'Thriller', 'War', 'Comedy', 'Mystery']
M	35	33.58	['Drama', 'War', 'Action', 'Adventure', 'Comedy']
M	25	45.0	['Drama', 'Comedy', 'Documentary', 'Animation', 'Film-Noir']
M	25	41.26	['Drama', 'Comedy', 'War', 'Adventure', 'Action']
M	25	39.0	['Drama', 'Action', 'War', 'Thriller', 'Crime']
M	45	31.3	['Drama', 'Action', 'Comedy', 'War', 'Thriller']
M	25	46.12	['Drama', 'Comedy', 'Romance', 'Thriller', 'Mystery']
M	25	47.38	['Drama', 'Documentary', 'Crime', 'Comedy', 'Thriller']
F	45	43.96	['Drama', 'Comedy', 'Animation', "Children's", 'Romance']
M	18	36.5	['Drama', 'Action', 'Comedy', 'Crime', 'Adventure']
M	56	48.9	['Drama', 'War', 'Action', 'Thriller', 'Film-Noir']
M	35	47.84	['Drama', 'War', 'Action', 'Comedy', 'Adventure']
F	56	29.16	['Drama', 'Documentary', 'Comedy', 'Romance', 'Thriller']
F	25	31.02	['Drama', 'Action', 'Comedy', 'Romance', 'Adventure']
M	18	28.18	['Action', 'Drama', 'Thriller', 'Adventure', 'War']
F	45	25.44	['Drama', 'Comedy', 'Romance', 'Documentary', 'War']
M	56	40.5	['Drama', 'Comedy', 'Romance', 'War', 'Musical']
M	35	39.72	['Drama', 'Comedy', 'Thriller', 'Animation', 'Romance']
F	50	32.3	['Drama', 'War', 'Thriller', 'Romance', 'Action']
F	56	40.9	['Drama', 'Comedy', 'Romance', 'Thriller', 'Animation']
M	45	34.8	['Drama', 'Comedy', 'Thriller', 'Action', 'Documentary']
M	25	28.12	['Drama', 'Action', 'War', 'Adventure', 'Thriller']
M	45	37.18	['Drama', 'Comedy', 'Romance', 'Musical', 'Animation']
M	56	44.22	['Drama', 'Comedy', 'Romance', 'Thriller', 'Crime']
M	25	47.02	['Drama', 'Thriller', 'Film-Noir', 'Comedy', 'Documentary']
F	25	27.14	['Drama', 'Comedy', 'Romance', 'Action', 'War']
M	25	44.3	['Drama', 'Comedy', 'War', 'Crime', 'Adventure']
M	25	49.02	['Drama', 'Documentary', 'Comedy', 'Horror', 'Action']
M	1	35.08	['Drama', 'Documentary', 'Comedy', 'Romance', 'Crime']
M	50	33.16	['Drama', 'Comedy', 'Documentary', 'Horror', 'Sci-Fi']
F	25	45.88	['Drama', 'Thriller', 'Crime', 'War', 'Film-Noir']
F	25	50.54	['Comedy', 'Drama', 'Romance', 'Animation', 'Action']
M	45	34.9	['Drama', 'Action', 'War', 'Adventure', 'Romance']
F	35	40.78	['Drama', 'Comedy', 'Documentary', 'Romance', 'War']
F	56	41.98	['Drama', 'Comedy', 'Adventure', 'War', 'Romance']
M	25	45.02	['Drama', 'Comedy', 'Film-Noir', 'Action', 'War']
M	25	45.22	['Drama', 'Comedy', 'War', 'Action', 'Thriller']
M	18	29.78	['Drama', 'Romance', 'Comedy', 'Action', 'Adventure']
M	35	40.14	['Drama', 'Comedy', 'Adventure', 'War', 'Action']
F	35	44.12	['Drama', 'Comedy', 'War', 'Romance', 'Adventure']
M	18	38.0	['Drama', 'Action', 'Comedy', 'War', 'Western']
M	25	43.86	['Drama', 'Crime', 'Comedy', 'Romance', 'Thriller']
M	18	39.08	['Drama', 'Comedy', 'War', 'Action', 'Crime']
M	35	42.78	['Comedy', 'Drama', 'Romance', 'Animation', 'Thriller']
F	25	47.5	['Drama', 'Comedy', 'Thriller', 'Animation', 'Romance']
M	25	31.74	['Drama', 'Comedy', 'Action', 'Thriller', 'War']
M	25	31.12	['Drama', 'Action', 'Comedy', 'Thriller', 'Crime']
F	25	39.68	['Drama', 'Comedy', 'War', 'Documentary', 'Animation']
F	18	56.18	['Drama', 'Thriller', 'Film-Noir', 'Romance', 'Adventure']
M	45	37.18	['Drama', 'Action', 'War', 'Thriller', 'Crime']
F	35	43.9	['Drama', 'War', 'Adventure', 'Comedy', 'Thriller']
F	50	29.38	['Drama', 'Comedy', 'Documentary', 'Animation', 'War']
M	50	50.5	['Drama', 'War', 'Thriller', 'Mystery', 'Comedy']
F	35	49.26	['Drama', 'Comedy', 'Romance', 'Animation', 'Musical']
M	50	35.02	['Drama', 'Comedy', 'Thriller', 'War', 'Crime']
F	35	30.66	['Drama', 'Action', 'War', 'Comedy', 'Adventure']
M	25	36.54	['Drama', 'Thriller', 'Crime', 'Action', 'Mystery']
M	35	36.6	['Drama', 'Comedy', 'War', 'Animation', 'Documentary']
M	25	31.82	['Drama', 'Action', 'Thriller', 'War', 'Adventure']
M	18	35.24	['Drama', 'Comedy', 'Documentary', 'Crime', 'Animation']
F	25	44.58	['Drama', 'Comedy', 'Romance', "Children's", 'War']
F	25	23.62	['Drama', 'Comedy', 'Romance', 'Musical', 'Documentary']
M	56	41.24	['Drama', 'Action', 'War', 'Thriller', 'Adventure']
M	35	50.02	['Drama', 'Comedy', 'Thriller', 'War', 'Action']
M	25	26.22	['Drama', 'Action', 'Adventure', 'Comedy', 'Documentary']
M	25	38.9	['Drama', 'War', 'Comedy', 'Thriller', 'Romance']
M	18	26.4	['Drama', 'Comedy', 'Documentary', 'War', 'Animation']
M	45	52.64	['Drama', 'Comedy', 'War', 'Adventure', 'Romance']
M	18	37.48	['Drama', 'Comedy', 'Action', 'Thriller', 'Adventure']
M	18	36.96	['Drama', 'Comedy', 'Thriller', 'Action', 'War']
M	56	44.6	['Drama', 'Comedy', 'War', 'Thriller', 'Crime']
M	18	46.04	['Drama', 'Comedy', 'Documentary', 'Crime', 'Film-Noir']
M	18	47.86	['Drama', 'Comedy', 'War', 'Animation', 'Thriller']
F	35	40.96	['Drama', 'Comedy', 'War', 'Romance', 'Documentary']
M	50	29.3	['Drama', 'Comedy', 'Animation', 'Action', 'Thriller']
M	18	48.18	['Drama', 'Comedy', 'Thriller', 'Documentary', 'War']
M	25	40.38	['Drama', 'Comedy', 'War', 'Thriller', 'Action']
M	35	39.0	['Drama', 'Comedy', 'Thriller', 'Crime', 'Action']
M	25	37.28	['Drama', 'Comedy', 'Crime', 'Documentary', 'Animation']
F	50	41.46	['Drama', 'Comedy', 'War', 'Romance', 'Animation']
M	25	45.86	['Drama', 'Crime', 'Adventure', 'War', 'Action']
F	56	45.26	['Drama', 'Comedy', 'Romance', 'Animation', 'War']
M	18	45.76	['Drama', 'Comedy', 'Romance', 'Musical', 'Action']
M	18	40.86	['Drama', 'Comedy', 'Documentary', 'Crime', 'Film-Noir']
M	18	40.86	['Drama', 'Comedy', 'Thriller', 'Documentary', 'Romance']
F	25	23.54	['Drama', 'Comedy', 'War', 'Action', 'Adventure']
M	18	25.7	['Drama', 'Action', 'Comedy', 'War', 'Romance']
M	25	34.84	['Drama', 'Action', 'Comedy', 'War', 'Crime']
F	50	28.5	['Drama', 'Comedy', 'Romance', 'Animation', 'War']
F	18	25.66	['Drama', 'Action', 'Comedy', 'Thriller', 'Crime']
M	25	36.28	['Drama', 'Comedy', 'Action', 'War', 'Western']
M	35	35.24	['Drama', 'Comedy', 'War', 'Action', 'Romance']
M	56	33.24	['Drama', 'Comedy', 'War', 'Thriller', 'Romance']
M	25	27.32	['Comedy', 'Drama', 'Romance', 'Animation', 'Musical']
M	56	37.06	['Drama', 'Action', 'Thriller', 'Crime', 'War']
F	25	44.36	['Drama', 'Comedy', 'War', 'Crime', 'Romance']
M	35	45.6	['Drama', 'Comedy', 'War', 'Sci-Fi', 'Action']
F	56	27.58	['Drama', 'Romance', 'Comedy', 'Musical', "Children's"]
M	50	48.08	['Drama', 'Comedy', 'Documentary', 'War', 'Adventure']
F	1	33.68	['Drama', 'Comedy', 'Thriller', 'War', 'Animation']
M	35	45.52	['Drama', 'Horror', 'Thriller', 'Documentary', 'Film-Noir']
M	18	37.12	['Drama', 'Comedy', 'Documentary', 'Thriller', 'Romance']
M	35	42.0	['Drama', 'War', 'Action', 'Crime', 'Thriller']
M	56	49.04	['Drama', 'Comedy', 'Thriller', 'War', 'Film-Noir']
F	25	46.84	['Drama', 'Comedy', 'Romance', 'Adventure', 'Action']
F	35	46.5	['Drama', 'Comedy', 'Thriller', 'Film-Noir', 'Animation']
M	1	35.14	['Drama', 'Comedy', 'Action', 'War', 'Thriller']
F	35	42.3	['Drama', 'Comedy', 'Romance', 'Adventure', 'Action']
M	35	26.14	['Drama', 'Comedy', 'Documentary', 'Romance', 'Animation']
M	25	38.4	['Drama', 'Action', 'Comedy', 'War', 'Crime']
M	25	39.62	['Drama', 'Comedy', 'Romance', 'Crime', 'War']
M	50	35.1	['Drama', 'Comedy', 'Romance', 'Adventure', 'Action']
F	25	42.02	['Drama', 'Comedy', 'War', 'Thriller', 'Adventure']
M	1	24.04	['Drama', 'Action', 'Comedy', 'Thriller', 'Sci-Fi']
F	25	46.38	['Drama', 'Comedy', 'Film-Noir', 'Thriller', 'Romance']
M	25	43.84	['Drama', 'Comedy', 'Action', 'Adventure', 'War']
M	35	46.04	['Drama', 'Adventure', 'War', 'Action', 'Comedy']
M	35	31.46	['Drama', 'Action', 'Sci-Fi', 'Thriller', 'Comedy']
F	50	47.84	['Drama', 'Comedy', 'Documentary', 'War', 'Romance']
F	25	60.54	['Drama', 'Comedy', 'War', 'Romance', 'Animation']
F	35	42.94	['Drama', 'Romance', 'Comedy', 'Musical', 'Crime']
M	1	29.44	['Action', 'Drama', 'Thriller', 'Comedy', 'Sci-Fi']
F	25	23.12	['Drama', 'Comedy', 'Thriller', 'Action', 'Romance']
M	25	51.18	['Drama', 'Comedy', 'Thriller', 'Film-Noir', 'Crime']
M	18	49.82	['Drama', 'Adventure', 'War', 'Comedy', 'Thriller']
M	56	43.88	['Drama', 'Comedy', 'War', 'Crime', 'Thriller']
F	45	30.66	['Drama', 'Comedy', 'Romance', 'Animation', 'Musical']
F	50	50.66	['Drama', 'Documentary', 'Comedy', 'Thriller', 'Film-Noir']
M	25	47.64	['Drama', 'Thriller', 'War', 'Film-Noir', 'Crime']
F	56	35.9	['Drama', 'Comedy', 'Animation', 'Documentary', 'Romance']
M	18	44.14	['Drama', 'War', 'Comedy', 'Mystery', 'Thriller']
F	25	32.12	['Drama', 'Comedy', 'Romance', 'War', 'Crime']
M	25	21.58	['Drama', 'Comedy', 'Action', 'War', 'Thriller']
M	25	37.96	['Action', 'Drama', 'Comedy', 'War', 'Thriller']
M	56	47.36	['Drama', 'War', 'Adventure', 'Thriller', 'Crime']
M	56	25.52	['Drama', 'Comedy', 'Romance', 'Musical', 'Animation']
F	25	36.76	['Drama', 'Comedy', 'Animation', 'Action', 'Thriller']
M	35	47.34	['Drama', 'Comedy', 'Film-Noir', 'Thriller', 'Mystery']
M	25	43.6	['Drama', 'War', 'Comedy', 'Action', 'Documentary']
M	35	45.26	['Drama', 'Comedy', 'Documentary', 'War', 'Action']
M	45	43.08	['Drama', 'War', 'Crime', 'Comedy', 'Thriller']
F	35	46.26	['Drama', 'Thriller', 'War', 'Crime', 'Film-Noir']
M	35	44.36	['Drama', 'Comedy', 'Documentary', 'War', 'Action']
M	25	27.54	['Drama', 'Documentary', 'Comedy', 'Romance', 'Crime']
M	50	26.9	['Drama', 'Comedy', 'Romance', 'War', 'Crime']
F	50	45.06	['Drama', 'Comedy', 'Thriller', 'Crime', 'War']
M	35	51.56	['Drama', 'Thriller', 'Film-Noir', 'Adventure', 'Comedy']
M	18	40.66	['Drama', 'Comedy', 'Documentary', 'War', 'Thriller']
M	25	30.72	['Drama', 'Action', 'Comedy', 'War', 'Thriller']
F	35	38.2	['Drama', 'Comedy', 'Romance', 'Musical', 'Animation']
M	50	35.58	['Drama', 'Comedy', 'Crime', 'Documentary', 'Action']
M	25	42.92	['Drama', 'Comedy', 'War', 'Documentary', 'Animation']
M	25	26.72	['Comedy', 'Drama', 'Romance', 'Animation', 'Musical']
M	18	32.64	['Drama', 'Action', 'Crime', 'War', 'Comedy']
F	45	33.42	['Drama', 'Comedy', 'War', 'Romance', 'Action']
F	45	31.46	['Drama', 'Romance', 'War', 'Comedy', 'Musical']
M	18	40.36	['Comedy', 'Drama', 'Romance', 'Adventure', 'Sci-Fi']
M	25	46.12	['Drama', 'Comedy', 'Documentary', 'Thriller', 'Crime']
M	25	43.62	['Drama', 'Thriller', 'Documentary', 'Crime', 'Sci-Fi']
M	18	25.8	['Drama', 'Thriller', 'Action', 'Comedy', 'Crime']
M	18	40.5	['Drama', 'War', 'Thriller', 'Adventure', 'Comedy']
M	18	31.52	['Drama', 'Action', 'Crime', 'Comedy', 'War']
M	35	39.9	['Drama', 'Documentary', 'Thriller', 'Crime', 'Film-Noir']
F	25	38.58	['Drama', 'Comedy', 'Animation', 'Action', 'Documentary']
M	18	44.74	['Drama', 'War', 'Action', 'Thriller', 'Adventure']
M	25	33.56	['Drama', 'Comedy', 'Documentary', 'Romance', 'Action']
M	25	37.14	['Drama', 'Action', 'Comedy', 'War', 'Adventure']
M	25	49.7	['Drama', 'Comedy', 'War', 'Thriller', 'Mystery']
F	18	34.4	['Drama', 'Comedy', 'Action', 'Animation', 'Documentary']
M	35	32.1	['Drama', 'Comedy', 'Documentary', 'Romance', 'War']
M	18	28.0	['Drama', 'Action', 'Comedy', 'Thriller', 'Adventure']
M	18	34.46	['Drama', 'Comedy', 'Action', 'War', 'Adventure']
M	25	32.52	['Drama', 'Comedy', 'Documentary', 'Crime', 'Action']
M	18	22.44	['Drama', 'Comedy', 'Action', 'Thriller', 'Animation']
M	45	42.72	['Drama', 'Comedy', 'War', 'Thriller', 'Adventure']
F	35	29.5	['Action', 'Drama', 'Thriller', 'Comedy', 'Adventure']
M	18	21.62	['Drama', 'Action', 'Comedy', 'Adventure', 'War']
M	25	51.12	['Drama', 'Film-Noir', 'Comedy', 'Thriller', 'War']
M	45	44.46	['Drama', 'Comedy', 'Action', 'Adventure', 'Thriller']
M	18	19.4	['Drama', 'Comedy', 'Romance', 'Action', 'Crime']
M	35	31.44	['Drama', 'Comedy', 'Romance', 'Documentary', 'Crime']
F	18	40.32	['Drama', 'Documentary', 'Comedy', 'Horror', 'Crime']
F	18	26.6	['Drama', 'War', 'Action', 'Documentary', 'Crime']
M	45	48.08	['Drama', 'Comedy', 'Romance', 'Thriller', 'Mystery']
F	25	43.18	['Drama', 'Comedy', 'Film-Noir', 'Documentary', 'Animation']
M	25	36.54	['Drama', 'War', 'Comedy', 'Action', 'Documentary']
M	18	36.72	['Drama', 'Comedy', 'Action', 'Documentary', 'War']
M	45	29.1	['Drama', 'Comedy', 'Action', 'War', 'Thriller']
F	25	52.9	['Drama', 'Comedy', 'Thriller', 'Romance', 'Mystery']
M	56	37.6	['Drama', 'War', 'Comedy', 'Thriller', 'Action']
M	25	25.42	['Drama', 'Action', 'Comedy', 'Romance', 'Thriller']
M	25	43.5	['Drama', 'Comedy', 'Crime', 'Documentary', 'Romance']
M	50	38.6	['Drama', 'Action', 'War', 'Adventure', 'Comedy']
M	25	38.04	['Drama', 'Documentary', 'Action', 'War', 'Film-Noir']
M	45	41.6	['Drama', 'Comedy', 'Thriller', 'Adventure', 'Action']
M	18	34.46	['Drama', 'Action', 'Comedy', 'Adventure', 'War']
M	50	36.1	['Drama', 'Comedy', 'Animation', 'War', 'Romance']
F	35	45.3	['Drama', 'Comedy', 'Romance', 'Musical', 'Thriller']
F	25	25.74	['Drama', 'Action', 'Comedy', 'War', 'Documentary']
F	35	42.32	['Drama', 'Comedy', 'Romance', 'Adventure', 'Thriller']
M	25	47.12	['Drama', 'Comedy', 'Thriller', 'Film-Noir', 'Documentary']
F	35	22.26	['Drama', 'Comedy', 'Romance', 'Thriller', 'Crime']
M	35	33.76	['Drama', 'Comedy', 'Action', 'War', 'Thriller']
M	18	29.6	['Drama', 'Action', 'Adventure', 'Comedy', 'War']
M	25	47.38	['Drama', 'Comedy', 'Thriller', 'Film-Noir', 'War']
M	18	27.14	['Drama', 'Action', 'Comedy', 'War', 'Thriller']
M	25	53.44	['Drama', 'Thriller', 'Adventure', 'Crime', 'Comedy']
M	45	29.78	['Action', 'Thriller', 'Adventure', 'Comedy', 'Sci-Fi']
M	25	35.98	['Drama', 'Documentary', 'War', 'Thriller', 'Sci-Fi']
M	45	34.2	['Drama', 'Thriller', 'Action', 'Crime', 'Adventure']
M	18	26.68	['Drama', 'Comedy', 'Romance', 'Action', 'Adventure']
M	18	39.84	['Drama', 'Crime', 'Thriller', 'Action', 'Comedy']
M	35	28.84	['Drama', 'Action', 'Thriller', 'Comedy', 'War']
M	25	35.62	['Drama', 'Action', 'Comedy', 'War', 'Thriller']
F	18	27.66	['Drama', 'Action', 'War', 'Comedy', 'Thriller']
F	1	23.34	['Drama', 'Comedy', 'Thriller', 'Action', 'War']
M	45	34.16	['Drama', 'Horror', 'Thriller', 'Sci-Fi', 'Action']
M	35	48.38	['Drama', 'Comedy', 'War', 'Thriller', 'Romance']
F	25	29.28	['Drama', 'Action', 'Comedy', 'Thriller', 'Adventure']
F	25	41.82	['Drama', 'Crime', 'Comedy', 'Thriller', 'War']
M	18	27.66	['Drama', 'Action', 'Comedy', 'Thriller', 'Documentary']
M	25	40.14	['Drama', 'Crime', 'Action', 'Comedy', 'Thriller']
M	35	36.9	['Drama', 'Thriller', 'War', 'Action', 'Comedy']
M	35	32.98	['Drama', 'Comedy', 'Crime', 'Action', 'Thriller']
F	25	40.74	['Comedy', 'Drama', 'Adventure', 'Romance', 'Animation']
M	25	42.14	['Drama', 'Comedy', 'Action', 'War', 'Thriller']
F	25	35.42	['Drama', 'Comedy', 'Romance', 'Documentary', "Children's"]
M	25	42.58	['Drama', 'Documentary', 'Comedy', 'Thriller', 'Mystery']
M	35	36.24	['Drama', 'Action', 'War', 'Adventure', 'Thriller']
M	50	38.04	['Drama', 'Thriller', 'Action', 'Comedy', 'War']
M	25	28.96	['Drama', 'Comedy', 'Action', 'Animation', 'Thriller']
F	25	26.4	['Drama', 'Romance', 'Comedy', 'War', 'Action']
M	25	29.6	['Drama', 'Action', 'Thriller', 'War', 'Crime']
M	25	27.18	['Drama', 'Comedy', 'Documentary', 'War', 'Animation']
M	56	49.6	['Drama', 'Comedy', 'Thriller', 'Film-Noir', 'War']
M	25	31.06	['Drama', 'Comedy', 'Documentary', 'Romance', 'Sci-Fi']
F	18	28.08	['Drama', 'Comedy', 'Documentary', 'Animation', 'Action']
M	56	24.64	['Drama', 'Romance', 'Comedy', 'Thriller', 'Action']
M	18	33.3	['Drama', 'Comedy', 'War', 'Action', 'Adventure']
M	45	42.5	['Drama', 'Comedy', 'Documentary', 'Musical', 'Romance']
M	18	29.28	['Drama', 'Comedy', 'Romance', 'Documentary', 'Crime']
M	50	36.88	['Drama', 'Action', 'War', 'Comedy', 'Thriller']
M	18	44.84	['Drama', 'Documentary', 'Film-Noir', 'Crime', 'War']
M	45	43.44	['Drama', 'Comedy', 'Film-Noir', 'War', 'Thriller']
M	35	34.6	['Drama', 'Comedy', 'Documentary', 'Romance', 'Animation']
F	35	21.78	['Drama', 'Comedy', 'Romance', 'Documentary', 'Crime']
M	35	51.2	['Drama', 'Thriller', 'Comedy', 'War', 'Film-Noir']
F	56	41.16	['Drama', 'Comedy', 'Thriller', 'War', 'Animation']
M	25	46.82	['Drama', 'Comedy', 'Film-Noir', 'Romance', 'Animation']
F	45	27.24	['Drama', 'Comedy', 'Crime', 'Action', 'Thriller']
F	50	40.72	['Drama', 'Comedy', 'Animation', 'Documentary', 'Romance']
M	25	38.08	['Drama', 'Comedy', 'Crime', 'War', 'Animation']
M	18	42.48	['Drama', 'Comedy', 'War', 'Thriller', 'Film-Noir']
M	18	30.06	['Drama', 'Comedy', 'Crime', 'Thriller', 'Action']
M	25	27.48	['Action', 'Drama', 'Romance', 'Comedy', 'Thriller']
M	1	27.66	['Drama', 'Comedy', 'Documentary', 'Thriller', 'Romance']
M	18	25.98	['Action', 'Comedy', 'Drama', 'Thriller', 'Adventure']
M	18	49.68	['Drama', 'Comedy', 'Romance', 'Film-Noir', 'Thriller']
M	18	41.84	['Drama', 'Comedy', 'Thriller', 'Documentary', 'Crime']
F	35	43.92	['Drama', 'Comedy', 'Documentary', 'Film-Noir', 'Thriller']
F	45	46.38	['Drama', 'Comedy', 'Musical', 'Romance', "Children's"]
M	25	36.78	['Drama', 'Action', 'Adventure', 'War', 'Comedy']
F	35	41.84	['Drama', 'Comedy', 'War', 'Film-Noir', 'Animation']
M	50	48.14	['Drama', 'Comedy', 'War', 'Adventure', 'Romance']
F	25	35.68	['Drama', 'Comedy', 'Documentary', 'Animation', 'Action']
M	50	35.68	['Drama', 'Comedy', 'Documentary', 'Animation', 'War']
F	50	42.04	['Drama', 'Comedy', 'Romance', 'Thriller', 'Action']
M	25	48.0	['Comedy', 'Drama', 'Musical', 'Romance', "Children's"]
F	35	39.06	['Drama', 'Comedy', 'Documentary', 'Romance', 'Thriller']
F	35	46.02	['Drama', 'Comedy', 'Thriller', 'Animation', 'War']
M	35	48.48	['Drama', 'Comedy', 'War', 'Documentary', 'Romance']
M	45	45.36	['Drama', 'War', 'Adventure', 'Comedy', 'Action']
M	25	39.3	['Drama', 'Documentary', 'Crime', 'Comedy', 'War']
M	25	46.68	['Drama', 'Documentary', 'Thriller', 'Film-Noir', 'Comedy']
M	25	48.34	['Drama', 'Comedy', 'Thriller', 'Crime', 'Film-Noir']
M	56	50.66	['Drama', 'Comedy', 'Thriller', 'Romance', 'War']
M	35	39.64	['Drama', 'War', 'Comedy', 'Crime', 'Action']
F	50	45.48	['Comedy', "Children's", 'Drama', 'Musical', 'Romance']
F	56	37.64	['Drama', 'Comedy', 'War', 'Romance', 'Animation']
M	18	41.84	['Drama', 'Comedy', 'War', 'Film-Noir', 'Thriller']
F	25	29.28	['Drama', 'Comedy', 'Action', 'Adventure', 'Romance']
M	35	40.16	['Drama', 'Action', 'Thriller', 'Crime', 'Comedy']
F	18	32.58	['Drama', "Children's", 'Comedy', 'Musical', 'Romance']
M	18	41.18	['Drama', 'Comedy', 'War', 'Adventure', 'Documentary']
M	35	40.98	['Drama', 'Documentary', 'Thriller', 'Film-Noir', 'Crime']
M	35	41.82	['Drama', 'Comedy', 'Thriller', 'Film-Noir', 'War']
M	50	36.34	['Drama', 'Comedy', 'Thriller', 'War', 'Action']
M	35	43.88	['Drama', 'Comedy', 'Documentary', 'Animation', 'War']
F	25	28.78	['Drama', 'Comedy', 'Documentary', 'Animation', 'Romance']
F	18	31.14	['Drama', 'Comedy', 'Action', 'Adventure', 'Crime']
M	25	46.8	['Drama', 'Comedy', 'Romance', 'Crime', 'Animation']
M	25	37.78	['Drama', 'Comedy', 'War', 'Film-Noir', 'Animation']
M	25	48.98	['Drama', 'Comedy', 'Documentary', 'Romance', 'War']
M	25	39.18	['Drama', 'War', 'Action', 'Documentary', 'Crime']
F	50	34.88	['Drama', 'Comedy', 'Animation', 'Thriller', 'Crime']
M	25	49.62	['Drama', 'War', 'Action', 'Adventure', 'Crime']
F	56	40.16	['Drama', 'Comedy', 'Romance', 'Thriller', 'War']
M	35	35.88	['Drama', 'Comedy', 'Documentary', 'Thriller', 'Mystery']
M	50	26.24	['Drama', 'Action', 'Thriller', 'Comedy', 'Adventure']
F	56	44.26	['Drama', 'Comedy', 'Thriller', 'Crime', 'Animation']
F	25	47.96	['Drama', 'Thriller', 'Comedy', 'War', 'Crime']
F	56	40.22	['Drama', 'Romance', 'Comedy', 'Thriller', 'War']
F	25	21.14	['Drama', 'Comedy', 'Action', 'Romance', 'Thriller']
F	35	39.18	['Drama', 'Comedy', 'Action', 'War', 'Adventure']
M	35	24.14	['Drama', 'Action', 'Thriller', 'Sci-Fi', 'Crime']
M	25	34.24	['Drama', 'Comedy', 'Romance', 'War', 'Musical']
M	35	40.88	['Comedy', 'Drama', 'Romance', 'Documentary', 'Thriller']
M	35	35.82	['Drama', 'Comedy', 'War', 'Animation', 'Adventure']
M	35	26.54	['Drama', 'Action', 'Comedy', 'Animation', 'Adventure']
M	1	32.84	['Drama', 'Crime', 'Thriller', 'Comedy', 'Documentary']
M	45	46.82	['Drama', 'Comedy', 'War', 'Thriller', 'Mystery']
F	25	43.4	['Drama', 'Comedy', 'Crime', 'Film-Noir', 'Action']
F	35	40.1	['Drama', 'Comedy', 'Thriller', 'War', 'Film-Noir']
M	25	40.38	['Drama', 'Action', 'Crime', 'War', 'Thriller']
M	45	38.14	['Drama', 'Comedy', 'War', 'Documentary', 'Romance']
F	50	31.52	['Drama', 'Comedy', 'Romance', 'War', 'Thriller']
M	25	54.5	['Drama', 'Comedy', 'War', 'Romance', 'Film-Noir']
M	25	51.68	['Drama', 'Comedy', 'Thriller', 'Film-Noir', 'War']
M	45	36.62	['Action', 'Drama', 'Thriller', 'War', 'Sci-Fi']
M	25	48.1	['Comedy', 'Drama', 'Thriller', 'Mystery', 'Film-Noir']
F	35	37.86	['Drama', 'Comedy', 'Crime', 'Animation', 'Thriller']
F	25	35.86	['Drama', 'Action', 'Comedy', 'Adventure', 'War']
M	18	39.92	['Drama', 'Comedy', 'Action', 'War', 'Crime']
M	25	34.46	['Drama', 'Action', 'War', 'Comedy', 'Sci-Fi']
M	18	30.78	['Drama', 'Documentary', 'Comedy', 'War', 'Animation']
F	25	31.06	['Drama', 'Thriller', 'Crime', 'Comedy', 'Documentary']
M	25	42.02	['Drama', 'Comedy', 'Action', 'Thriller', 'Crime']
F	25	37.86	['Drama', 'Action', 'War', 'Thriller', 'Adventure']
M	18	37.8	['Comedy', 'Drama', 'Action', 'Adventure', 'Thriller']
M	25	35.42	['Drama', 'Comedy', 'Thriller', 'War', 'Mystery']
M	25	40.16	['Drama', 'Documentary', 'Comedy', 'Thriller', 'Film-Noir']
F	1	22.6	['Drama', 'Comedy', 'Romance', 'Documentary', 'Thriller']
M	18	24.24	['Drama', 'Comedy', 'Crime', 'Documentary', 'Thriller']
